1	24.2142150895
2	47.2963563413
12	218.842324105
24	270.713329624
36	253.355196948
48	195.34747432
60	159.424654137
72	135.711808435
84	126.13786869
96	103.945001545
108	96.3427231806
120	81.795688004
132	71.2896697308
144	59.7689928427
156	54.3608746665
168	45.8460311982
180	39.638540553
192	33.7508437711


1	144.06
2	145.99
12	153.61
24	173.14
36	178.29
48	205.26
60	203.84
72	213.33
84	215.2
96	255.4
108	264.01
120	227.29
132	247.91
144	276.97
156	316.3
168	342.79
180	396.44
192	440.71


1	4.73
2	5.77
12	34.6
24	122.98
36	293.49
48	592.28
60	1040.69
72	1508.33
84	1927.33
96	2748.21
108	3216.1
120	4419.52
132	5643.82
144	7389.62
156	8782.56
168	11381.07
180	14112.59
192	17900.73


1	28396.57
2	14462.6
12	2970.27
24	2257.25
36	2256.67
48	2741.43
60	3093.24
72	3376.33
84	3344.54
96	3658.84
108	3706.48
120	3815.35
132	3831.31
144	3924.17
156	3647.36
168	3385.12
180	2991.47
192	2189.65


