1	4.46789260675
2	8.81482261394
12	46.7589549893
24	82.6455767399
36	112.369721354
48	138.06222004
60	157.000933283
72	170.456159623
84	187.536139777
96	199.856769315
108	216.10978377
120	221.829228466
132	231.335706666
144	246.75111038
156	253.185922863
168	253.774901662
180	260.935744573
192	273.21574937


1	734.85
2	731.93
12	746.61
24	762.5
36	759.3
48	765.73
60	762.15
72	768.48
84	767.23
96	770.48
108	768.91
120	768.74
132	766.4
144	766.74
156	765.29
168	762.19
180	760.31
192	758.41


1	70.27
2	79.54
12	89.09
24	95.37
36	99.61
48	102.0
60	106.29
72	108.51
84	111.55
96	112.3
108	113.02
120	114.05
132	113.62
144	115.81
156	116.15
168	117.5
180	117.06
192	117.49


1	0.638514
2	5.36524
12	88.2472
24	187.619
36	294.645
48	384.09
60	508.056
72	644.097
84	734.737
96	846.967
108	917.895
120	1065.24
132	1174.68
144	1219.12
156	1337.26
168	1503.88
180	1606.44
192	1654.36


