1	1639.93926398
2	3045.39491646
10	10082.5350724
20	14865.1546941
30	13153.786467
40	9692.50726692
50	7282.67513161
60	6135.16402531
70	5272.06042992
80	4663.75361102


1	131.573604061
2	131.196291518
10	172.175717013
20	178.332989811
30	228.09087334
40	274.060029246
50	391.928599146
60	321.407700799
70	302.379606957
80	315.379163714


1	478.375634518
2	524.566505587
10	819.519414365
20	1165.84071907
30	2043.33928265
40	3373.23716757
50	5590.87094242
60	6816.54870896
70	8269.856219
80	9670.58823529


1	55.0570558376
2	91.0541622023
10	244.04355266
20	391.707067901
30	925.477206038
40	2230.41985773
50	3613.50407451
60	5504.61009025
70	8175.80209707
80	11294.032601


