1	4.27375286549
2	8.33223394135
12	44.2566541724
24	76.6117190393
36	101.16849613
48	116.538797708
60	132.206638977
72	139.831890993
84	153.038450911
96	154.907335293
108	160.536548821
120	164.254558064
132	161.361894389
144	160.340634771
156	185.065235496
168	181.719979607
180	156.484318967
192	145.495695752


1	766.37
2	771.15
12	795.87
24	813.46
36	850.6
48	888.63
60	951.72
72	997.68
84	1037.84
96	1125.38
108	1206.19
120	1280.38
132	1436.39
144	1543.98
156	1249.57
168	1450.54
180	2029.84
192	2347.93


1	75.72
2	87.06
12	104.61
24	115.12
36	124.43
48	133.79
60	143.64
72	147.13
84	157.82
96	185.34
108	184.29
120	180.78
132	235.01
144	273.86
156	203.94
168	233.34
180	339.15
192	491.96


1	0.300758
2	6.02486
12	75.8439
24	199.334
36	306.192
48	460.836
60	538.916
72	709.036
84	782.072
96	920.483
108	1032.04
120	1170.19
132	1277.5
144	1421.59
156	1582.32
168	1644.71
180	1773.5
192	1939.12


