1	20191.7390378
2	39627.7155454
12	192204.121322
24	393877.400148
36	500310.772469
48	658792.391507
60	662138.675582
72	570249.655475
84	613295.170733
96	551146.148212
108	592045.342566
120	200380.895324
132	590388.888519
144	390529.408242
156	499690.57553
168	564147.755254
180	85073.0301174
192	557403.231067


1	1.8668592896e-05
2	1.9041184755e-05
12	2.28700689013e-05
24	2.12987899291e-05
36	2.27389937333e-05
48	2.21459827272e-05
60	2.46189226938e-05
72	2.49032490504e-05
84	2.81198461021e-05
96	3.2987567507e-05
108	2.90229487887e-05
120	3.25225182727e-05
132	3.67888191215e-05
144	3.59027179641e-05
156	4.09798516506e-05
168	4.51810942012e-05
180	3.6372201559e-05
192	4.58142545099e-05


1	3.08724433758e-05
2	3.1628869999e-05
12	3.81756892554e-05
24	3.81065044333e-05
36	4.49095459044e-05
48	4.84955168185e-05
60	6.18490585244e-05
72	9.64771785206e-05
84	0.000101433000128
96	0.000133000083115
108	0.000145738905473
120	0.000161293751757
132	0.00016596235945
144	0.000204572736187
156	0.000254967839879
168	0.000227488578797
180	0.000213240639518
192	0.000279165536656


1	0.00946557029913
2	0.00480126918824
12	0.000946557500204
24	0.000436834867249
36	0.000326743404946
48	0.000231866599216
60	0.000216848894573
72	0.000228581962464
84	0.000200535530274
96	0.000200867056213
108	0.000167220183607
120	0.000784287670477
132	0.000145113332407
144	0.000273041950684
156	0.000113616049432
168	9.58384201386e-05
180	0.0020305047582
192	4.7584415845e-05


