1	7.20034561659
2	13.4474373293
12	56.4577468654
24	95.2817030016
36	118.037818005
48	135.623869801
60	147.703215007
72	153.015684108
84	158.40677981
96	97.0115066426
108	77.3569701853
120	168.909408254
132	146.011453787
144	122.045482283
156	140.393569974
168	117.397301819
180	83.2943854957
192	99.5110139343


1	444.45
2	464.18
12	609.8
24	667.24
36	717.42
48	785.1
60	853.92
72	950.88
84	1012.31
96	1482.0
108	1945.49
120	1199.45
132	1640.52
144	1860.6
156	1609.26
168	1713.32
180	2599.35
192	1667.92


1	54.68
2	66.89
12	100.74
24	113.48
36	134.96
48	156.38
60	184.67
72	219.13
84	230.57
96	913.44
108	1512.44
120	355.96
132	494.33
144	874.99
156	806.32
168	1474.55
180	2212.73
192	1537.8


1	0.865728
2	4.4088
12	54.8537
24	126.524
36	245.664
48	332.962
60	424.459
72	524.371
84	666.486
96	1179.77
108	1627.59
120	1003.77
132	1123.19
144	1530.6
156	1599.9
168	2018.07
180	3062.24
192	3762.13


