1	25.0234594933
2	49.2300959987
12	259.607271888
24	441.038646011
36	584.983474217
48	634.079668588
60	677.703188594
72	574.864986571
84	510.361037904
96	505.269540247
108	449.418564732
120	392.979637105
132	349.579048562
144	311.720698254
156	271.735028155
168	247.064394589
180	216.98380457
192	195.507668245


1	139.31
2	141.28
12	151.09
24	164.1
36	165.23
48	181.27
60	175.95
72	193.68
84	206.15
96	216.14
108	216.34
120	207.1
132	209.3
144	215.83
156	220.81
168	235.97
180	236.22
192	246.21


1	4.65
2	4.71
12	7.12
24	12.55
36	20.65
48	35.32
60	74.86
72	143.49
84	243.5
96	324.81
108	454.07
120	634.14
132	860.54
144	1110.63
156	1445.74
168	1763.28
180	2232.71
192	2693.5


1	27478.35
2	13894.48
12	2504.41
24	1390.6
36	995.701
48	873.505
60	769.125
72	865.319
84	904.725
96	827.082
108	867.756
120	917.72
132	907.613
144	891.164
156	877.777
168	799.276
180	718.109
192	597.947


