1	7.567428945
2	14.5405783111
12	63.8518636763
24	110.001252792
36	147.067234237
48	177.506915374
60	205.289629452
72	221.459417562
84	243.156167048
96	260.605183148
108	272.0862211
120	284.717773507
132	299.02319091
144	306.132861662
156	308.86705847
168	324.347700735
180	325.156255645
192	333.905300747


1	426.22
2	435.52
12	553.25
24	566.66
36	564.51
48	571.95
60	566.86
72	571.68
84	570.85
96	569.58
108	573.05
120	569.26
132	571.03
144	568.0
156	568.27
168	569.98
180	567.34
192	569.98


1	49.2
2	56.37
12	76.66
24	82.23
36	86.87
48	90.74
60	92.19
72	94.55
84	95.95
96	97.09
108	99.94
120	101.09
132	102.46
144	104.4
156	104.94
168	108.18
180	110.67
192	111.74


1	0.312835
2	3.39647
12	46.8565
24	136.806
36	230.131
48	311.142
60	393.581
72	504.646
84	577.384
96	659.977
108	756.625
120	847.76
132	916.456
144	1022.0
156	1145.82
168	1186.87
180	1315.55
192	1388.93


