1	38.0077599176
2	72.6885055243
12	312.405085261
24	511.097923523
36	738.993613864
48	813.469242954
60	991.46240705
72	988.78552418
84	1021.59829053
96	1014.97081959
108	1232.23949259
120	1052.60080115
132	1043.53875587
144	1016.5930578
156	1027.27119674
168	953.788926511
180	945.678642636
192	892.795143194


1	91.65
2	95.31
12	128.51
24	147.01
36	146.27
48	158.55
60	151.83
72	164.17
84	162.96
96	170.93
108	158.84
120	169.02
132	166.07
144	170.4
156	173.63
168	181.02
180	192.68
192	192.15


1	3.07
2	3.5
12	4.75
24	5.94
36	6.8
48	8.06
60	11.17
72	10.62
84	12.24
96	14.24
108	16.75
120	23.27
132	19.34
144	19.67
156	28.18
168	32.01
180	40.81
192	50.48


1	18091.0
2	9410.39
12	2079.84
24	1199.55
36	782.546
48	683.354
60	534.302
72	524.31
84	501.557
96	495.876
108	385.45
120	464.429
132	477.241
144	489.947
156	471.21
168	511.849
180	497.654
192	532.028


