1	37.6528470259
2	72.1473248373
12	301.517638782
24	487.904045538
36	672.407030389
48	718.385070362
60	826.307804248
72	767.921364852
84	726.990742985
96	688.424712152
108	673.360367505
120	597.857676659
132	663.567560394
144	589.957932722
156	528.722869908
168	612.566808068
180	615.194273225
192	537.925222417


1	92.7
2	96.21
12	132.54
24	151.11
36	151.62
48	169.96
60	170.83
72	182.89
84	179.57
96	181.94
108	206.43
120	193.15
132	199.41
144	196.23
156	200.68
168	193.78
180	196.57
192	194.02


1	3.23
2	3.51
12	4.42
24	7.56
36	11.58
48	13.96
60	15.88
72	31.33
84	52.14
96	56.42
108	54.25
120	108.41
132	58.55
144	75.25
156	119.27
168	70.83
180	72.63
192	94.02


1	18261.56
2	9480.81
12	2155.5
24	1258.0
36	864.749
48	778.238
60	649.922
72	686.062
84	719.468
96	766.141
108	765.923
120	855.387
132	783.772
144	900.238
156	988.22
168	863.798
180	854.698
192	996.958


