1	7.20156994225
2	13.7383081274
12	57.7119149455
24	97.0727182518
36	134.722471708
48	165.045249906
60	185.8688076
72	201.917090599
84	218.392268914
96	233.886214357
108	243.205447802
120	258.996532324
132	255.091195102
144	263.801972653
156	273.97260274
168	275.11577789
180	289.24258615
192	296.572120573


1	437.5
2	447.39
12	590.57
24	623.23
36	604.2
48	601.5
60	602.32
72	622.07
84	624.42
96	634.33
108	641.96
120	644.3
132	661.99
144	694.98
156	672.15
168	685.37
180	682.19
192	686.14


1	62.1
2	73.64
12	102.14
24	112.11
36	109.18
48	113.58
60	116.51
72	124.91
84	129.56
96	135.9
108	160.96
120	143.64
132	182.65
144	185.66
156	168.38
168	175.94
180	173.3
192	181.16


1	0.301071
2	3.06185
12	55.9759
24	155.035
36	248.739
48	332.345
60	443.638
72	537.142
84	631.163
96	707.981
108	796.363
120	880.662
132	1018.82
144	1085.62
156	1209.83
168	1337.72
180	1385.18
192	1463.98


