1	37.5668376653
2	70.6577847214
12	304.100285516
24	505.205015002
36	684.36250682
48	721.380722703
60	785.090263572
72	771.054609943
84	698.881207667
96	686.777810209
108	671.822280613
120	609.730279036
132	607.389910579
144	583.251921086
156	604.073468758
168	562.117935466
180	538.563382178
192	523.722444562


1	92.86
2	97.25
12	131.65
24	145.74
36	151.98
48	166.73
60	171.64
72	185.28
84	184.59
96	194.6
108	204.49
120	201.92
132	208.72
144	209.09
156	215.79
168	206.23
180	204.54
192	205.2


1	3.79
2	3.41
12	4.44
24	7.98
36	9.43
48	12.73
60	18.0
72	33.12
84	57.45
96	50.93
108	50.89
120	78.46
132	69.17
144	82.39
156	94.59
168	97.22
180	81.88
192	81.84


1	18303.0
2	9682.03
12	2136.87
24	1214.45
36	848.63
48	778.732
60	690.808
72	678.175
84	747.91
96	761.43
108	773.503
120	853.756
132	860.294
144	893.62
156	834.031
168	926.345
180	997.015
192	1032.83


